state,prod_year,rate_class,num_oil_wells,oil_prod_BBL,ADgas_prod_MCF,oil_wells_dayson,num_gas_wells,NAgas_prod_MCF,conden_prod_BBL,gas_wells_dayson
AR,1997,8,55,249755,73741,19771,222,6105176,7295,76774
AR,1997,9,60,355360,58070,21384,301,10892871,0,104116
AR,1997,10,40,312771,36753,14482,203,9313303,0,69593
AR,1997,11,14,118903,27488,4623,159,9075197,8228,55335
AR,1997,12,31,339431,111010,10402,242,17136747,6088,82203
AR,1997,13,17,268021,24386,6085,173,16027655,7525,59953
AR,1997,14,29,678494,8457,9889,258,34414822,8120,84862
AR,1997,15,9,309152,32147,2162,107,27811635,2907,33784
AR,1997,16,3,245644,0,944,31,12948332,58812,8860
AR,1997,17,2,324203,131992,730,14,12562886,29959,3869
AR,1997,18,2,768313,557138,730,2,5439444,78521,730
AR,1997,19,1,1034910,711842,365,0,0,0,0
AR,1997,20,0,0,0,0,1,9356924,148447,365
AR,1997,21,0,0,0,0,0,0,0,0
AR,1997,22,0,0,0,0,0,0,0,0
AR,1996,1,239,39600,0,80974,198,179568,103,64615
AR,1996,2,164,85290,402,57004,128,377171,0,42298
AR,1996,3,248,262855,2915,86774,275,1671384,596,95309
AR,1996,4,149,262327,18443,53312,219,2301717,0,76366
AR,1996,5,94,231058,32674,33949,223,3240754,1280,77194
AR,1996,6,61,184051,15470,21043,189,3506658,0,64965
AR,1996,7,56,212741,17217,19734,189,4324324,1693,65638
AR,1996,8,63,291072,72257,22663,206,5905789,2911,72895
AR,1996,9,55,326091,71498,19702,298,10798339,6619,104980
AR,1996,10,30,234839,31013,10646,221,10245692,6038,76926
AR,1996,11,17,162633,28230,6222,157,8775052,3034,53315
AR,1996,12,33,392048,85367,11713,226,16190793,9904,77749
AR,1996,13,14,216624,0,4850,158,14056890,13063,52834
AR,1996,14,25,621580,0,9059,269,37557036,11249,91908
AR,1996,15,15,585571,40621,4242,105,25668762,3854,31824
AR,1996,16,5,522642,0,1830,36,16788186,0,10895
AR,1996,17,2,389238,0,732,7,4887256,0,1615
AR,1996,18,2,688010,0,732,2,5861690,72827,732
AR,1996,19,1,1037908,0,366,0,0,0,0
AR,1996,20,0,0,0,0,0,0,0,0
AR,1996,21,0,0,0,0,0,0,0,0
AR,1996,22,0,0,0,0,0,0,0,0
AR,1995,1,208,31249,140,69378,191,169330,0,62666
AR,1995,2,178,87958,1277,60897,150,470812,0,50939
AR,1995,3,248,261403,15021,87720,270,1692883,75,93636
AR,1995,4,159,282844,15819,57153,239,2420026,95,81899
AR,1995,5,95,231222,23361,34160,226,3267412,1160,78742
AR,1995,6,84,263890,35706,30417,189,3543249,1859,65876
AR,1995,7,46,177724,31814,16545,182,4202021,2516,63937
AR,1995,8,50,233423,30600,17885,195,5378907,2776,66733
AR,1995,9,55,327811,87127,19830,285,10240567,7454,98189
AR,1995,10,29,226763,47421,10281,224,10551100,2535,78813
AR,1995,11,21,197298,10571,7392,147,8299666,2416,51009
AR,1995,12,27,318191,118091,9855,203,14631548,5136,70272
AR,1995,13,13,190444,38910,4505,147,13281411,4377,49592
AR,1995,14,23,524885,24332,7817,282,38089262,14547,94962
AR,1995,15,21,672752,0,4524,93,23267590,0,29739
AR,1995,16,5,441217,58422,1825,34,16599800,8566,10075
AR,1995,17,3,628857,0,1095,9,7979811,0,2708
AR,1995,18,2,721242,0,730,1,2288026,98524,365
AR,1995,19,1,457571,0,184,0,0,0,0
AR,1995,20,0,0,0,0,0,0,0,0
AR,1995,21,0,0,0,0,0,0,0,0
AR,1995,22,0,0,0,0,0,0,0,0
AR,1994,1,260,38568,0,80863,208,159509,0,67134
AR,1994,2,173,80187,85,53777,135,415958,0,46405
AR,1994,3,260,261122,14494,86610,271,1685276,930,95559
AR,1994,4,155,264096,17696,53738,235,2424593,707,82764
AR,1994,5,106,256428,44461,37992,217,3219255,1947,75980
AR,1994,6,95,303910,13385,34093,149,2872820,0,52808
AR,1994,7,53,204884,30960,19102,132,3007439,1648,45928
AR,1994,8,53,238742,75177,18888,212,5888626,860,72912
AR,1994,9,57,345825,84386,20501,272,9968373,4327,95367
AR,1994,10,31,221468,41586,10281,220,10361296,11180,77178
AR,1994,11,28,253622,64938,9826,168,9549855,4995,58106
AR,1994,12,35,419481,99987,12655,197,14270778,2586,68749
AR,1994,13,10,156377,824,3619,136,12480323,7836,47035
AR,1994,14,22,535677,27508,7545,300,41069002,33705,100619
AR,1994,15,15,736972,0,4899,108,25527420,0,32360
AR,1994,16,5,447372,48210,1825,31,15972959,0,10163
AR,1994,17,2,433629,0,730,10,7965118,14330,2741
AR,1994,18,3,1167522,0,1095,1,2141820,177296,365
AR,1994,19,0,0,0,0,0,0,0,0
AR,1994,20,0,0,0,0,0,0,0,0
AR,1994,21,0,0,0,0,0,0,0,0
AR,1994,22,0,0,0,0,0,0,0,0
AR,1993,1,32,5083,252,10977,208,170485,0,68079
AR,1993,2,26,12884,1055,8820,130,389329,0,44008
AR,1993,3,43,47634,7358,15573,239,1465911,360,81939
AR,1993,4,30,51228,5993,10766,195,1993673,0,66214
AR,1993,5,31,71870,29772,10950,227,3255187,1158,77732
AR,1993,6,26,77616,42216,9490,148,2771260,1005,51676
AR,1993,7,21,72587,31802,7177,161,3680679,849,55816
AR,1993,8,16,67336,54284,5840,166,4668873,2625,58093
AR,1993,9,16,82321,72817,5567,235,8653759,1941,82492
AR,1993,10,10,69290,43119,3436,214,9863719,7600,73836
AR,1993,11,8,70532,51637,2920,157,8904347,4068,54760
AR,1993,12,12,133755,131171,4380,222,15837571,5063,75784
AR,1993,13,5,78053,30898,1825,137,12856788,0,47527
AR,1993,14,7,154972,68502,2404,311,42513291,49919,104334
AR,1993,15,3,122741,34043,1095,116,28278547,646,35276
AR,1993,16,3,256621,67701,1095,44,20114093,0,12213
AR,1993,17,1,155850,579950,365,8,7205882,0,2312
AR,1993,18,1,415748,0,365,2,3424071,30420,455
AR,1993,19,0,0,0,0,0,0,0,0
AR,1993,20,0,0,0,0,0,0,0,0
AR,1993,21,0,0,0,0,0,0,0,0
AR,1993,22,0,0,0,0,0,0,0,0
AR,1992,1,21,3815,30,6923,230,204030,0,76026
AR,1992,2,30,15679,1040,10432,129,383376,0,43854
AR,1992,3,43,44172,3639,14669,235,1455787,241,80942
AR,1992,4,38,66397,14621,13726,197,2044155,419,69665
AR,1992,5,24,56051,23741,8784,189,2682635,0,64506
AR,1992,6,24,71851,36782,8663,174,3267821,1397,61000
AR,1992,7,19,70230,37851,6954,137,3210517,0,48618
AR,1992,8,24,102055,73486,8600,162,4625155,2796,57859
AR,1992,9,20,104314,27097,6588,219,7950698,2515,76042
AR,1992,10,10,62893,69230,3355,183,8537903,6509,64146
AR,1992,11,7,63271,38068,2562,161,9139800,2285,55821
AR,1992,12,9,92425,88359,3081,179,12382692,4323,59816
AR,1992,13,6,85773,48094,2196,148,13420662,3194,50152
AR,1992,14,12,257093,169198,4271,300,42402977,45965,100599
AR,1992,15,2,55931,8988,488,112,26407273,4657,33618
AR,1992,16,3,263778,56885,1098,35,15199574,0,9431
AR,1992,17,1,14414,23960,31,15,15106952,0,4822
AR,1992,18,1,388007,0,366,0,0,0,0
AR,1992,19,0,0,0,0,1,3478179,96378,366
AR,1992,20,0,0,0,0,0,0,0,0
AR,1992,21,0,0,0,0,0,0,0,0
AR,1992,22,0,0,0,0,0,0,0,0
AR,1991,1,22,3535,754,7448,206,209148,0,70972
AR,1991,2,23,11525,197,7479,142,428731,0,48233
AR,1991,3,45,44504,4605,15416,236,1441554,0,80844
AR,1991,4,42,68463,10274,13806,200,1999306,928,68307
AR,1991,5,20,45829,18553,7239,187,2710515,1169,65388
AR,1991,6,20,56357,36801,6994,194,3589426,0,66679
AR,1991,7,22,82619,33701,8030,142,3152699,2783,48247
AR,1991,8,21,90153,56181,7422,154,4350539,0,54174
AR,1991,9,19,107450,51110,6935,215,7694636,2875,74555
AR,1991,10,20,147357,61283,7300,166,7770007,11776,58590
AR,1991,11,5,49414,4710,1825,133,7366273,4224,44843
AR,1991,12,8,80495,101860,2920,198,14099864,10768,68088
AR,1991,13,7,89426,30737,2223,132,12488348,1965,46031
AR,1991,14,10,193505,99720,3257,257,36496868,25596,86770
AR,1991,15,2,80956,0,671,116,29442606,18934,36425
AR,1991,16,3,268123,59142,1095,31,13250904,0,8711
AR,1991,17,0,0,0,0,8,6261878,0,1831
AR,1991,18,1,428346,0,365,0,0,0,0
AR,1991,19,0,0,0,0,0,0,0,0
AR,1991,20,0,0,0,0,1,7553058,137071,365
AR,1991,21,0,0,0,0,0,0,0,0
AR,1991,22,0,0,0,0,0,0,0,0
AR,1990,1,28,4936,0,9332,172,151567,0,53777
AR,1990,2,19,9072,120,6111,159,479369,0,53850
AR,1990,3,45,46091,2602,15785,238,1440783,0,80539
AR,1990,4,41,70038,6343,14143,192,1855202,0,63410
AR,1990,5,30,68299,28014,10342,154,2234919,0,53467
AR,1990,6,18,52386,26243,6570,180,3371285,0,62542
AR,1990,7,19,67978,25493,6601,138,3038752,1942,46470
AR,1990,8,24,101126,81717,8760,187,4972827,3980,61774
AR,1990,9,14,84043,34991,5110,233,8199846,3382,78969
AR,1990,10,16,119825,54229,5840,170,7456512,6837,55649
AR,1990,11,11,100393,68286,3984,144,8024908,3564,48726
AR,1990,12,8,95984,22901,2920,190,13336268,9629,64817
AR,1990,13,6,82597,29656,1856,135,12189231,10912,45455
AR,1990,14,13,231372,102352,4018,282,38223544,28728,91125
AR,1990,15,1,46167,0,365,119,29922603,24010,37245
AR,1990,16,3,300790,125544,1095,34,16289397,0,9895
AR,1990,17,0,0,0,0,7,5737129,0,1889
AR,1990,18,1,356988,0,365,0,0,0,0
AR,1990,19,0,0,0,0,0,0,0,0
AR,1990,20,0,0,0,0,1,8823969,152171,365
AR,1990,21,0,0,0,0,0,0,0,0
AR,1990,22,0,0,0,0,0,0,0,0
AR,1989,1,21,2953,21,6752,172,151498,0,53731
AR,1989,2,29,15607,301,10065,167,477031,0,53339
AR,1989,3,47,44985,5504,15204,240,1425894,0,81846
AR,1989,4,38,65076,3814,13108,201,2021686,0,67878
AR,1989,5,20,45747,6464,6782,191,2750114,0,65921
AR,1989,6,24,69678,51652,8760,144,2644566,0,49334
AR,1989,7,20,74453,37007,7300,129,2859428,0,43524
AR,1989,8,25,102598,59614,8487,185,5063001,3877,62967
AR,1989,9,22,125105,62733,7971,229,8142396,1162,77829
AR,1989,10,18,117555,87375,5966,128,5822360,2476,43621
AR,1989,11,5,43394,38187,1825,124,6650894,6636,40580
AR,1989,12,14,154896,47356,4747,166,11644834,6283,56020
AR,1989,13,6,94367,29497,2190,139,12847487,5729,48555
AR,1989,14,12,222317,124478,3925,258,37334660,48743,88295
AR,1989,15,2,82659,0,730,126,32192723,31514,40752
AR,1989,16,2,233839,0,730,41,16021821,0,10500
AR,1989,17,1,127545,153066,365,6,5308485,0,2009
AR,1989,18,1,404811,0,365,2,1844963,0,306
AR,1989,19,0,0,0,0,0,0,0,0
AR,1989,20,0,0,0,0,1,9411983,204401,365
AR,1989,21,0,0,0,0,0,0,0,0
AR,1989,22,0,0,0,0,0,0,0,0
AR,1988,1,24,3531,0,7564,201,167825,0,64535
AR,1988,2,18,9318,838,6374,171,517151,0,56811
AR,1988,3,52,52831,7930,17566,245,1485707,0,83113
AR,1988,4,37,67184,5382,13358,205,2064600,0,69543
AR,1988,5,30,75425,4803,10735,159,2305078,0,55454
AR,1988,6,27,84973,29834,9882,126,2383240,0,44015
AR,1988,7,17,58915,41503,6009,129,2944998,1691,44989
AR,1988,8,23,102022,65265,8357,131,3590612,0,44716
AR,1988,9,25,138877,85691,8785,194,6895955,4114,66891
AR,1988,10,20,149638,80789,7107,148,6608726,0,49204
AR,1988,11,4,33063,38335,1464,112,6479970,2764,39558
AR,1988,12,6,57281,47411,1891,171,11875880,11681,58049
AR,1988,13,12,172316,171290,4392,113,10271941,6130,38560
AR,1988,14,12,249458,127632,4301,257,35989054,52084,86392
AR,1988,15,4,174974,0,1464,121,32189113,37161,38960
AR,1988,16,2,272070,0,732,30,14312137,0,8575
AR,1988,17,1,202177,160142,366,6,7105271,0,1860
AR,1988,18,1,489664,0,366,0,0,0,0
AR,1988,19,0,0,0,0,0,0,0,0
AR,1988,20,0,0,0,0,1,9790384,243557,366
AR,1988,21,0,0,0,0,0,0,0,0
AR,1988,22,0,0,0,0,0,0,0,0
AR,1987,1,26,4390,0,8327,218,190109,14,69759
AR,1987,2,17,9132,0,5776,167,510857,0,57971
AR,1987,3,46,43067,6668,15202,297,1884006,0,102921
AR,1987,4,38,68655,13953,13870,208,2138066,0,71874
AR,1987,5,31,73871,1527,10708,175,2543790,0,61324
AR,1987,6,26,85218,10332,9490,148,2760893,1348,51255
AR,1987,7,26,94011,46090,9278,97,2223286,1446,33914
AR,1987,8,22,96451,59157,7818,152,4197774,1861,52040
AR,1987,9,18,91821,102135,6448,157,5533674,3088,53820
AR,1987,10,17,116218,81427,5871,107,4690310,0,35136
AR,1987,11,10,95468,32269,3650,81,4452338,2803,27257
AR,1987,12,16,172084,76949,5385,151,10193165,9114,49260
AR,1987,13,8,111738,143508,2920,87,7825318,27327,29726
AR,1987,14,16,328184,143561,5567,180,25096012,25945,59514
AR,1987,15,5,238103,80875,1825,115,30232009,47548,37343
AR,1987,16,1,140234,0,365,32,17531912,0,10750
AR,1987,17,0,0,0,0,3,1758562,0,641
AR,1987,18,2,832967,224688,730,0,0,0,0
AR,1987,19,0,0,0,0,0,0,0,0
AR,1987,20,0,0,0,0,1,9528115,268404,365
AR,1987,21,0,0,0,0,0,0,0,0
AR,1987,22,0,0,0,0,0,0,0,0
AR,1986,1,21,2877,54,5379,185,169443,0,60624
AR,1986,2,19,9454,0,6051,125,388634,0,43889
AR,1986,3,48,45697,4162,15629,223,1414244,0,78452
AR,1986,4,37,57301,5902,11983,190,2000702,0,66552
AR,1986,5,33,79701,13870,11863,167,2505958,0,59707
AR,1986,6,24,74455,7837,8548,137,2575687,0,48314
AR,1986,7,21,77564,22681,7366,106,2459570,1898,37086
AR,1986,8,26,109356,80546,9099,143,3942316,1559,48825
AR,1986,9,30,162647,128776,10465,180,6436090,1684,61418
AR,1986,10,24,163051,125400,8182,127,5833130,5302,43079
AR,1986,11,12,109757,61220,4290,109,6134197,2712,37516
AR,1986,12,10,111978,88492,3650,170,11829507,6556,57346
AR,1986,13,13,187842,156646,4686,85,7468566,7424,28240
AR,1986,14,21,417531,334497,7300,186,24774166,25501,62577
AR,1986,15,8,331210,139889,2679,81,20162217,46240,24802
AR,1986,16,0,0,0,0,21,8313074,0,5180
AR,1986,17,1,168306,0,365,3,2261732,0,791
AR,1986,18,1,318551,247415,365,0,0,0,0
AR,1986,19,1,597453,0,365,0,0,0,0
AR,1986,20,0,0,0,0,1,9160851,324228,365
AR,1986,21,0,0,0,0,0,0,0,0
AR,1986,22,0,0,0,0,0,0,0,0
AR,1985,1,14,1767,0,4195,160,139806,0,48552
AR,1985,2,23,11103,2095,7328,99,307433,0,33638
AR,1985,3,53,49461,7327,17941,164,1006924,0,57182
AR,1985,4,39,67210,9329,13568,166,1685089,0,56090
AR,1985,5,35,83404,13614,12290,119,1672866,0,40429
AR,1985,6,18,52425,13861,6116,114,2117536,0,39275
AR,1985,7,11,40112,11454,3831,100,2244385,589,34461
AR,1985,8,20,88740,33670,7149,138,3894707,0,48041
AR,1985,9,25,140226,88266,8731,194,7018447,3740,67083
AR,1985,10,18,135389,86742,6570,125,5533343,2662,41469
AR,1985,11,14,115177,137557,5051,117,6713261,9096,41380
AR,1985,12,17,193429,123799,6054,153,10774987,0,51069
AR,1985,13,23,314396,251327,7975,96,8895295,0,33554
AR,1985,14,20,425602,314047,6513,216,27947986,77756,70389
AR,1985,15,8,312457,159936,2739,90,22569216,18331,28172
AR,1985,16,0,0,0,0,35,16165209,0,10141
AR,1985,17,1,151356,0,365,12,11421183,0,3774
AR,1985,18,1,329608,238919,365,0,0,0,0
AR,1985,19,1,700017,0,365,0,0,0,0
AR,1985,20,0,0,0,0,1,9115800,411324,365
AR,1985,21,0,0,0,0,0,0,0,0
AR,1985,22,0,0,0,0,0,0,0,0
AR,1984,1,21,3292,76,7043,118,117398,0,40592
AR,1984,2,18,9449,502,6038,100,317033,0,35166
AR,1984,3,61,60805,6173,21443,154,967964,0,54504
AR,1984,4,26,46470,7627,9424,140,1457811,786,48743
AR,1984,5,29,70533,8568,10401,124,1785545,1121,42791
AR,1984,6,25,76771,13273,8662,111,2080367,0,39042
AR,1984,7,18,66255,25870,6375,103,2344589,0,35720
AR,1984,8,14,60836,12346,4819,114,3206097,0,39591
AR,1984,9,20,122073,45786,7320,170,6270875,0,59782
AR,1984,10,11,87888,36682,3995,138,6330172,5446,47554
AR,1984,11,9,80827,51594,3294,115,6527825,4156,40022
AR,1984,12,23,227800,209005,7596,141,9689032,21794,47434
AR,1984,13,15,199978,82460,4789,84,6840292,19170,26090
AR,1984,14,33,703068,441942,10924,154,20837437,46331,51409
AR,1984,15,7,277718,236939,2562,74,16427826,52541,21087
AR,1984,16,1,129977,8236,366,28,13551861,0,8631
AR,1984,17,0,0,0,0,9,9024170,0,2778
AR,1984,18,1,365674,223293,366,5,9322494,0,1556
AR,1984,19,1,787177,0,366,0,0,0,0
AR,1984,20,0,0,0,0,1,9165013,486200,366
AR,1984,21,0,0,0,0,0,0,0,0
AR,1984,22,0,0,0,0,0,0,0,0
AR,1983,1,13,2036,0,4197,113,107848,0,37620
AR,1983,2,19,10730,0,6662,98,310070,0,33912
AR,1983,3,42,41436,3516,14601,167,1075711,0,59740
AR,1983,4,27,46242,2586,9280,148,1545906,869,51218
AR,1983,5,31,73992,14013,11195,101,1388830,1362,33703
AR,1983,6,19,58026,7672,6660,108,2009248,1180,37662
AR,1983,7,18,59411,35301,5871,85,1996147,0,30147
AR,1983,8,29,122731,53338,9796,104,2983999,0,37140
AR,1983,9,21,111108,51854,6813,147,5273184,3103,50561
AR,1983,10,13,86756,28575,4107,111,5202831,0,38999
AR,1983,11,11,88917,61802,3621,81,4643266,1970,28322
AR,1983,12,18,188477,133276,6056,124,8958666,6441,43295
AR,1983,13,13,158851,170663,4137,57,5076662,4990,19015
AR,1983,14,26,492015,301736,7948,167,21482175,76458,53625
AR,1983,15,13,406763,290699,3353,60,16064819,10690,19273
AR,1983,16,1,78480,78575,365,28,10826073,33420,7133
AR,1983,17,0,0,0,0,7,8102540,0,2161
AR,1983,18,1,350882,251592,365,3,7195767,0,977
AR,1983,19,1,966829,0,365,0,0,0,0
AR,1983,20,0,0,0,0,1,9539194,572085,365
AR,1983,21,0,0,0,0,0,0,0,0
AR,1983,22,0,0,0,0,0,0,0,0
AR,1982,1,12,1903,0,3951,89,84379,0,30021
AR,1982,2,18,8873,175,5682,83,263651,0,28692
AR,1982,3,35,34784,236,12289,125,773590,0,43682
AR,1982,4,29,50850,4683,10281,116,1196502,0,39152
AR,1982,5,23,56272,137,8061,99,1426589,1153,34008
AR,1982,6,25,77253,15876,8791,107,2071566,932,38391
AR,1982,7,17,64222,6334,5993,82,1901446,0,28899
AR,1982,8,26,116031,28570,8913,115,3256733,0,40341
AR,1982,9,18,96575,64631,6419,138,4972200,4428,48159
AR,1982,10,12,93874,26871,4380,92,4225377,0,31766
AR,1982,11,12,103738,48790,4199,85,4794413,1906,29510
AR,1982,12,17,177006,137815,5781,89,6258855,0,29968
AR,1982,13,11,133791,118604,3560,91,8369390,0,31214
AR,1982,14,18,342193,223312,5964,162,22012299,35771,52551
AR,1982,15,6,291963,200572,2190,75,17850971,32481,22623
AR,1982,16,1,75050,0,365,25,12064981,37008,7488
AR,1982,17,0,0,0,0,7,6665270,0,1798
AR,1982,18,1,338191,206020,365,3,6676351,0,1033
AR,1982,19,1,981322,0,365,0,0,0,0
AR,1982,20,0,0,0,0,1,9098400,645432,365
AR,1982,21,0,0,0,0,0,0,0,0
AR,1982,22,0,0,0,0,0,0,0,0
AR,1981,1,15,2441,0,4924,64,59056,0,21868
AR,1981,2,15,7123,0,4987,64,184052,0,20322
AR,1981,3,36,32347,642,11800,114,718504,0,40091
AR,1981,4,28,47759,9186,9859,88,919065,0,30753
AR,1981,5,22,51726,4514,7482,84,1218331,961,29234
AR,1981,6,23,69323,10548,8062,67,1301440,0,23939
AR,1981,7,14,45529,8530,4352,72,1629593,1737,24972
AR,1981,8,27,125835,11741,9584,98,2789497,800,34466
AR,1981,9,23,130951,57450,8214,113,4076717,2546,38943
AR,1981,10,12,91982,19804,4321,90,4143671,9963,31241
AR,1981,11,11,94814,61105,3895,76,4362644,0,26286
AR,1981,12,17,202523,73847,6023,115,8104086,5590,39522
AR,1981,13,14,197955,76707,4806,83,7441075,0,27964
AR,1981,14,14,262746,268667,4445,160,22142892,14465,53185
AR,1981,15,3,176466,2946,1095,69,18424896,23555,22365
AR,1981,16,2,110173,0,518,25,11463408,0,7067
AR,1981,17,0,0,0,0,2,1949943,0,730
AR,1981,18,1,314747,165663,365,1,1836083,0,365
AR,1981,19,1,923469,0,365,0,0,0,0
AR,1981,20,0,0,0,0,1,7851148,697506,365
AR,1981,21,0,0,0,0,0,0,0,0
AR,1981,22,0,0,0,0,0,0,0,0
AR,1980,1,10,1546,0,3660,52,47625,0,17721
AR,1980,2,13,5846,0,3844,44,138054,0,15677
AR,1980,3,33,33518,395,11865,107,641912,0,36815
AR,1980,4,22,37912,882,7656,85,854323,0,28914
AR,1980,5,21,52632,0,7686,79,1218173,0,28852
AR,1980,6,13,42413,0,4758,56,1073888,0,19705
AR,1980,7,15,59695,196,5490,51,1142743,0,17417
AR,1980,8,19,88206,0,6587,87,2448928,0,30381
AR,1980,9,35,197821,1060,11409,111,4086217,0,39530
AR,1980,10,21,144262,0,6621,83,3868701,0,28852
AR,1980,11,7,59618,0,2165,67,3794171,0,23183
AR,1980,12,14,150252,0,4333,117,8239281,0,39500
AR,1980,13,13,187270,0,4243,58,5553730,0,20924
AR,1980,14,18,369696,89372,5643,148,20655776,0,50212
AR,1980,15,5,227061,94913,1525,71,18405073,20232,22456
AR,1980,16,1,77996,0,366,32,15037446,0,9671
AR,1980,17,0,0,0,0,1,372751,0,122
AR,1980,18,1,370997,235371,366,1,2176418,0,366
AR,1980,19,1,897532,0,366,0,0,0,0
AR,1980,20,0,0,0,0,1,7575545,985233,366
AR,1980,21,0,0,0,0,0,0,0,0
AR,1980,22,0,0,0,0,0,0,0,0
AR,1979,1,6,552,0,1856,44,34621,0,15116
AR,1979,2,12,6897,0,4380,26,77436,0,8515
AR,1979,3,29,32305,497,10585,81,493521,0,27710
AR,1979,4,24,42282,914,8486,83,875694,0,29263
AR,1979,5,12,28348,139,4165,61,916526,0,21781
AR,1979,6,22,67987,0,7604,62,1175402,0,21626
AR,1979,7,17,66995,0,6205,64,1459882,0,22178
AR,1979,8,13,62581,0,4745,73,2072038,0,25466
AR,1979,9,24,143073,1091,8426,107,3874119,0,37114
AR,1979,10,17,130775,0,5781,82,3852513,0,28691
AR,1979,11,12,109259,0,3926,57,3344421,0,20351
AR,1979,12,16,190546,10601,5628,86,6272515,0,30241
AR,1979,13,9,109391,0,2435,69,6730099,0,24909
AR,1979,14,18,408350,27100,5630,160,22841652,0,55189
AR,1979,15,3,137252,49835,944,65,17697206,0,21212
AR,1979,16,2,168328,0,730,26,14663846,0,9219
AR,1979,17,0,0,0,0,1,929016,0,365
AR,1979,18,1,350808,255545,334,1,2679270,0,365
AR,1979,19,1,651081,0,365,0,0,0,0
AR,1979,20,0,0,0,0,0,0,0,0
AR,1979,21,1,1299314,7590357,365,0,0,0,0
AR,1979,22,0,0,0,0,0,0,0,0
AR,1978,1,4,449,0,1154,20,22173,0,6782
AR,1978,2,8,3982,0,2313,22,76091,0,8030
AR,1978,3,36,37374,514,12195,69,446293,0,24003
AR,1978,4,25,43295,802,8880,68,719860,0,24304
AR,1978,5,16,41694,122,5840,52,772131,0,18469
AR,1978,6,14,44984,152,5079,53,996732,0,18405
AR,1978,7,14,55343,0,5110,52,1197508,0,18283
AR,1978,8,14,66384,0,5020,71,2012191,0,24884
AR,1978,9,22,135049,1317,7696,106,3930805,0,37601
AR,1978,10,17,132135,0,5993,64,3026022,0,22634
AR,1978,11,12,116300,0,4262,62,3571876,0,21843
AR,1978,12,16,179127,0,5263,87,6443995,0,30907
AR,1978,13,4,61840,0,1340,70,6543193,0,24336
AR,1978,14,20,465871,7536,6058,155,21951058,0,53449
AR,1978,15,4,210988,0,1460,74,20301400,0,24459
AR,1978,16,2,179573,0,730,24,12722558,0,8275
AR,1978,17,0,0,0,0,3,2768409,0,914
AR,1978,18,0,0,0,0,1,2915252,0,365
AR,1978,19,1,615295,0,365,0,0,0,0
AR,1978,20,0,0,0,0,0,0,0,0
AR,1978,21,1,1725971,7606743,365,0,0,0,0
AR,1978,22,0,0,0,0,0,0,0,0
AR,1977,1,5,841,1,1641,39,28260,0,12653
AR,1977,2,8,4202,0,2614,23,69500,0,7997
AR,1977,3,27,29085,530,9064,68,435043,0,23815
AR,1977,4,16,28073,823,5689,61,649505,0,21386
AR,1977,5,18,42758,0,6146,53,807972,0,19345
AR,1977,6,25,78206,150,8791,50,957051,0,17736
AR,1977,7,9,31683,136,2955,37,863908,0,13171
AR,1977,8,17,85176,0,6205,72,2039531,0,25580
AR,1977,9,22,128440,0,7453,109,4001529,0,38450
AR,1977,10,16,117787,1453,5263,64,3071276,0,22875
AR,1977,11,14,120967,0,4474,52,2974004,0,18219
AR,1977,12,8,86446,0,2496,85,6450569,0,30905
AR,1977,13,4,63029,0,1460,67,6417671,0,23791
AR,1977,14,15,304222,0,4262,161,24136598,0,56831
AR,1977,15,9,410151,5051,3285,65,18186002,0,22151
AR,1977,16,2,175422,0,730,23,12418991,0,7790
AR,1977,17,0,0,0,0,3,2797251,0,1095
AR,1977,18,0,0,0,0,1,2884044,0,365
AR,1977,19,1,675161,0,365,0,0,0,0
AR,1977,20,0,0,0,0,0,0,0,0
AR,1977,21,1,1839357,6357973,365,0,0,0,0
AR,1977,22,0,0,0,0,0,0,0,0
AR,1976,1,4,799,0,1464,35,28759,0,10492
AR,1976,2,9,4766,0,3049,23,75337,0,8052
AR,1976,3,27,27477,0,9059,52,335314,0,18209
AR,1976,4,16,28669,1434,5856,56,601234,0,20101
AR,1976,5,18,45121,0,6467,47,709073,0,16898
AR,1976,6,13,40376,0,4483,46,877920,0,16226
AR,1976,7,10,37298,0,3386,40,949244,0,14305
AR,1976,8,13,56101,0,4149,67,1955477,0,24066
AR,1976,9,15,88036,0,5094,84,3153568,0,30623
AR,1976,10,18,144604,1538,6497,72,3399023,0,25561
AR,1976,11,6,43517,0,1587,69,3925211,0,23975
AR,1976,12,18,188491,0,5614,66,4908057,0,23456
AR,1976,13,7,92437,0,2075,71,6872628,0,25622
AR,1976,14,13,313767,0,4150,151,22849117,0,53594
AR,1976,15,10,383385,69510,3114,84,23041318,0,28946
AR,1976,16,2,169217,0,732,26,13989859,0,8879
AR,1976,17,0,0,0,0,3,3195194,0,1098
AR,1976,18,0,0,0,0,1,2289503,0,366
AR,1976,19,1,714039,0,366,0,0,0,0
AR,1976,20,1,1244614,3852260,366,0,0,0,0
AR,1976,21,0,0,0,0,0,0,0,0
AR,1976,22,0,0,0,0,0,0,0,0
AR,1975,1,7,824,0,1670,27,16590,0,8396
AR,1975,2,5,1978,0,1491,21,60410,0,6809
AR,1975,3,23,24621,487,7849,47,299942,0,16576
AR,1975,4,11,15705,838,3530,57,608842,0,20322
AR,1975,5,13,29838,0,4321,36,526467,0,12537
AR,1975,6,16,51824,0,5689,47,897348,0,16637
AR,1975,7,14,53109,0,4839,34,786457,0,11803
AR,1975,8,7,31201,0,2282,50,1446804,0,17944
