state,prod_year,rate_class,num_oil_wells,oil_prod_BBL,ADgas_prod_MCF,oil_wells_dayson,num_gas_wells,NAgas_prod_MCF,conden_prod_BBL,gas_wells_dayson
UT,2001,3,122,110322,124263,43554,187,1118576,8479,64397
UT,2001,4,128,190523,240227,45931,193,1882992,19765,67226
UT,2001,5,146,294701,464595,52956,187,2679118,11799,65493
UT,2001,6,108,285005,379318,38782,153,2831276,17399,54178
UT,2001,7,119,387020,492128,42585,148,3328994,23387,52596
UT,2001,8,100,410860,471275,36047,227,6293001,25254,80093
UT,2001,9,168,889050,913243,60716,262,9176345,40154,90420
UT,2001,10,128,847041,976619,45144,215,9814512,47610,74931
UT,2001,11,105,855285,923688,36899,146,8105051,45594,50690
UT,2001,12,116,1188957,1472373,41556,227,14853895,87615,74287
UT,2001,13,85,1109113,1410348,30030,171,14403725,98289,55881
UT,2001,14,153,3094200,3725358,54034,389,48783472,275596,118814
UT,2001,15,36,1408581,1360000,12750,226,52844924,221685,65623
UT,2001,16,13,997145,729491,4411,55,26950735,136580,17375
UT,2001,17,0,0,0,0,12,13173145,183511,4380
UT,2001,18,0,0,0,0,7,18123499,99947,2555
UT,2001,19,0,0,0,0,5,20845123,173014,1825
UT,2001,20,0,0,0,0,3,29935627,405311,1095
UT,2001,21,0,0,0,0,0,0,0,0
UT,2001,22,0,0,0,0,0,0,0,0
UT,2000,1,121,14038,5074,42575,100,83367,181,34284
UT,2000,2,56,25125,23619,20040,94,272826,1794,32544
UT,2000,3,112,104543,114473,40352,132,811351,3944,46576
UT,2000,4,123,186217,243771,44926,162,1651217,14397,57277
UT,2000,5,114,232539,353881,41511,157,2198717,16781,54782
UT,2000,6,105,270543,392153,37607,134,2490530,16882,47796
UT,2000,7,98,315448,459091,35868,130,2866942,23662,45695
UT,2000,8,130,533440,583037,46880,184,5073180,26055,65063
UT,2000,9,154,804506,1000677,55055,238,8570125,43397,84428
UT,2000,10,128,863368,990338,46117,213,9669976,65087,74703
UT,2000,11,105,867525,868464,36847,122,6782666,42676,42765
UT,2000,12,113,1154479,1644842,41085,184,12507455,84853,62746
UT,2000,13,81,1077635,1228217,28426,129,10919190,64354,42072
UT,2000,14,150,3057447,3449483,52679,296,35339209,308521,91086
UT,2000,15,44,1753657,1362407,15373,192,44638994,106173,53137
UT,2000,16,14,1141228,1148529,4789,61,28769745,133768,19281
UT,2000,17,0,0,0,0,20,20670598,173648,6375
UT,2000,18,0,0,0,0,14,29430117,451479,4699
UT,2000,19,0,0,0,0,5,21891967,242973,1830
UT,2000,20,0,0,0,0,2,21342804,287252,732
UT,2000,21,0,0,0,0,0,0,0,0
UT,2000,22,0,0,0,0,0,0,0,0
UT,1999,1,155,18175,8562,54799,119,88378,1205,38751
UT,1999,2,70,30800,34066,24726,75,211329,1388,24666
UT,1999,3,96,86338,99705,34247,155,931685,3087,53779
UT,1999,4,89,130588,171914,32029,148,1429501,12046,49733
UT,1999,5,109,217248,344938,39296,138,1966807,9346,48517
UT,1999,6,86,235244,298822,31390,141,2586298,16564,49492
UT,1999,7,92,295495,425440,33458,136,2936642,26104,46849
UT,1999,8,114,430018,688563,40817,150,4205266,26281,53630
UT,1999,9,154,792161,1053767,55876,203,7240221,43128,71547
UT,1999,10,121,817905,1014387,43831,170,7880901,49127,60528
UT,1999,11,100,812458,1030699,36408,119,6597153,45845,41679
UT,1999,12,117,1170759,1771342,42705,197,13580654,90040,68311
UT,1999,13,74,1019437,1094611,27010,99,8814630,58899,33893
UT,1999,14,154,3229552,3823089,55876,212,27832212,222626,68817
UT,1999,15,51,2152940,1887583,18615,146,34340266,152087,42805
UT,1999,16,14,1190572,852111,5110,36,17015924,122935,10472
UT,1999,17,1,138114,148319,365,15,15515063,245682,5112
UT,1999,18,1,23877,15835,31,12,26090031,172735,4380
UT,1999,19,0,0,0,0,12,53747148,877751,4380
UT,1999,20,0,0,0,0,3,26986075,304560,1095
UT,1999,21,0,0,0,0,0,0,0,0
UT,1999,22,0,0,0,0,0,0,0,0
UT,1998,1,134,16429,6186,47259,91,78388,852,31051
UT,1998,2,65,29315,34937,23513,79,228726,2287,27068
UT,1998,3,114,102565,140317,40758,150,897248,8634,53567
UT,1998,4,102,147792,210504,36345,116,1177684,8233,40460
UT,1998,5,102,207591,298296,36469,106,1419670,9983,35715
UT,1998,6,81,210147,287218,29108,109,1950165,16572,38088
UT,1998,7,72,222545,354604,25397,109,2430804,10827,38022
UT,1998,8,99,388309,514873,35163,157,4292677,30214,55333
UT,1998,9,142,748703,883166,51407,164,5860942,39853,58133
UT,1998,10,123,797505,1013785,43563,156,6835416,55176,53546
UT,1998,11,120,993370,1212054,42953,136,7363069,83462,47884
UT,1998,12,127,1234581,1835286,44631,156,11073015,75124,55129
UT,1998,13,102,1312058,1770381,35924,97,7846323,66265,31015
UT,1998,14,180,3731265,4166078,63669,229,26966591,287401,69257
UT,1998,15,79,3004642,2882797,26986,129,28571362,229126,35593
UT,1998,16,14,1192005,642731,5110,25,11341838,91771,7854
UT,1998,17,2,298133,200792,730,15,15921036,219787,4810
UT,1998,18,0,0,0,0,15,35064107,456271,5082
UT,1998,19,0,0,0,0,11,59885191,809116,4015
UT,1998,20,0,0,0,0,5,47825157,548941,1825
UT,1998,21,0,0,0,0,0,0,0,0
UT,1998,22,0,0,0,0,0,0,0,0
UT,1997,1,125,18017,5853,43889,69,53742,402,20834
UT,1997,2,61,24820,27495,20094,58,158152,1400,18075
UT,1997,3,131,120500,126635,45465,97,559369,3733,33249
UT,1997,4,97,144107,185254,34948,98,972718,11722,34339
UT,1997,5,109,218379,287463,38501,119,1698270,12913,42282
UT,1997,6,106,277050,390061,38023,84,1464017,9211,28563
UT,1997,7,71,226966,331959,25611,105,2340962,15517,36745
UT,1997,8,113,460029,528340,40699,138,3732962,20148,47754
UT,1997,9,139,716836,820455,49216,194,6867450,43971,68198
UT,1997,10,112,757013,860068,40336,140,6414123,37900,49104
UT,1997,11,100,780293,799431,33710,110,6191035,44297,39210
UT,1997,12,163,1638039,2016484,57403,145,9871569,91724,50803
UT,1997,13,106,1336443,2050892,37357,104,9031664,129774,36718
UT,1997,14,224,4406552,5392853,77126,159,18246557,268471,49949
UT,1997,15,59,2431960,2212716,20897,91,19732639,282371,26423
UT,1997,16,13,991930,977469,4500,30,15110840,220625,10195
UT,1997,17,2,168254,78953,426,11,11061629,213230,3224
UT,1997,18,0,0,0,0,13,30516205,482770,4533
UT,1997,19,0,0,0,0,13,58356011,976185,4502
UT,1997,20,0,0,0,0,6,49712815,599617,2190
UT,1997,21,0,0,0,0,0,0,0,0
UT,1997,22,0,0,0,0,0,0,0,0
UT,1996,1,142,18553,5169,49009,62,58566,60,21072
UT,1996,2,57,26678,15794,20250,57,176624,1196,20496
UT,1996,3,110,102483,101569,38858,86,512180,3097,29983
UT,1996,4,92,138132,154693,32757,84,840413,11508,30257
UT,1996,5,97,198703,269021,34740,80,1171525,5116,28547
UT,1996,6,103,276818,358627,37240,89,1617465,12548,31567
UT,1996,7,73,241293,284353,25926,77,1742025,13809,27694
UT,1996,8,108,419596,547005,38310,125,3475036,19840,44835
UT,1996,9,152,770494,925935,53409,171,6137031,42990,61001
UT,1996,10,119,776651,899010,41727,132,6152911,28201,47429
UT,1996,11,93,743246,731957,31756,104,6113151,27333,37882
UT,1996,12,168,1756259,2061104,60119,167,12101410,99292,61000
UT,1996,13,105,1386911,1751703,37518,101,9132720,114243,36570
UT,1996,14,224,4602946,5848453,79882,165,20981235,411936,58138
UT,1996,15,58,2126593,2035329,19338,59,14581268,272165,19888
UT,1996,16,13,945195,815150,4178,15,6812506,104306,4820
UT,1996,17,0,0,0,0,14,13382726,254862,4759
UT,1996,18,0,0,0,0,15,31788273,619402,5125
UT,1996,19,0,0,0,0,7,32085144,304481,2562
UT,1996,20,0,0,0,0,11,92483198,1374403,4026
UT,1996,21,0,0,0,0,0,0,0,0
UT,1996,22,0,0,0,0,0,0,0,0
UT,1995,1,116,15871,4576,41156,78,73250,201,26008
UT,1995,2,67,30934,13826,23267,57,160101,585,18366
UT,1995,3,103,93001,106888,36679,123,709037,3856,42947
UT,1995,4,103,153950,167924,36927,77,771100,7237,27589
UT,1995,5,94,197573,249020,33672,96,1368246,8317,33886
UT,1995,6,75,202037,276342,27375,86,1563271,10755,30264
UT,1995,7,66,218771,266351,24090,65,1505301,3462,22906
UT,1995,8,126,512000,566064,45262,99,2768389,18094,35740
UT,1995,9,152,803634,918004,55209,165,5951078,40787,59771
UT,1995,10,115,785211,771991,41125,115,5330622,28158,40941
UT,1995,11,91,748023,737455,31969,92,5247381,22831,32581
UT,1995,12,151,1562179,1638987,52502,153,10924864,90311,54994
UT,1995,13,108,1452008,1663352,38269,104,9387985,98126,37352
UT,1995,14,223,4346733,5916874,78219,185,23599139,456008,65190
UT,1995,15,73,2714042,3255241,25128,48,12678556,144483,16794
UT,1995,16,9,712699,838818,3104,9,3910084,69577,2800
UT,1995,17,3,526603,125583,1095,6,5300785,143759,1764
UT,1995,18,0,0,0,0,10,23318427,281959,3650
UT,1995,19,0,0,0,0,11,47025893,589058,3711
UT,1995,20,0,0,0,0,11,98583120,1481662,4015
UT,1995,21,0,0,0,0,2,29263480,416496,730
UT,1995,22,0,0,0,0,0,0,0,0
UT,1994,1,100,12039,2219,34084,43,37909,101,13687
UT,1994,2,49,21515,16481,16268,50,147453,948,16878
UT,1994,3,123,104741,104581,42728,99,546893,2682,31913
UT,1994,4,100,148339,193537,36043,93,907378,7025,31939
UT,1994,5,77,160730,201089,27681,88,1265442,6198,31181
UT,1994,6,75,200710,227791,27071,78,1454395,9040,28166
UT,1994,7,84,272301,365013,30387,69,1452390,9118,23057
UT,1994,8,112,459043,550251,40788,96,2643033,14189,33704
UT,1994,9,128,674110,645038,45350,157,5431074,31341,54028
UT,1994,10,130,897529,875619,46965,106,4882665,37034,38114
UT,1994,11,91,770322,695641,32335,84,4662343,33857,29536
UT,1994,12,157,1634300,2014669,56577,126,8938252,46055,44746
UT,1994,13,122,1601077,1914513,43195,118,10806680,79373,41918
UT,1994,14,218,4520494,5666167,78600,210,27864031,357951,73346
UT,1994,15,70,2730853,2950835,25156,72,18153773,260712,24187
UT,1994,16,13,958973,671968,3986,5,1771544,28494,1187
UT,1994,17,0,0,0,0,8,8105356,175735,2800
UT,1994,18,1,288664,82654,365,8,19500648,169157,2920
UT,1994,19,0,0,0,0,9,43116074,788356,3285
UT,1994,20,0,0,0,0,10,94595817,1479574,3650
UT,1994,21,0,0,0,0,4,72944090,1009097,1460
UT,1994,22,0,0,0,0,0,0,0,0
UT,1993,1,135,18607,4750,45547,64,54216,76,19514
UT,1993,2,39,17432,11806,12804,63,178073,890,21594
UT,1993,3,123,108470,112279,43101,91,512258,3308,29751
UT,1993,4,79,119089,141778,28256,83,789982,11643,28897
UT,1993,5,94,188326,240298,32726,78,1079972,9251,26921
UT,1993,6,80,207081,295737,28499,70,1265268,10313,24639
UT,1993,7,58,194389,233771,21139,71,1575451,10457,25004
UT,1993,8,126,523778,566255,45595,90,2399556,23009,31663
UT,1993,9,150,805055,780361,54020,138,4943320,18946,48791
UT,1993,10,105,723837,719792,37868,95,4373289,24860,33462
UT,1993,11,107,909955,897938,38355,75,4080830,42367,26616
UT,1993,12,154,1630273,1774551,55388,102,7118881,80790,36657
UT,1993,13,108,1458610,1643720,38723,84,7245627,117341,29598
UT,1993,14,223,4651576,5365006,79786,192,26267696,306998,67477
UT,1993,15,79,3128055,4037050,27570,102,26639649,192545,34717
UT,1993,16,19,1253921,1309511,5875,13,6196901,167690,4593
UT,1993,17,3,373102,442119,975,6,7692833,90379,2190
UT,1993,18,0,0,0,0,5,11376050,146619,1825
UT,1993,19,0,0,0,0,8,35898779,921267,2920
UT,1993,20,0,0,0,0,10,86902990,1590681,3650
UT,1993,21,0,0,0,0,5,81416870,1199227,1825
UT,1993,22,0,0,0,0,0,0,0,0
UT,1992,1,139,17006,4858,45254,80,60484,383,27082
UT,1992,2,56,25611,11882,18479,57,166460,582,19369
UT,1992,3,115,97075,95841,39348,96,588620,3638,34434
UT,1992,4,104,154154,181313,36752,82,801365,8345,28854
UT,1992,5,76,154126,185686,26411,75,1022653,8774,25741
UT,1992,6,80,215925,255210,29036,88,1630421,15373,31902
UT,1992,7,71,228311,322651,25651,53,1180774,9844,18757
UT,1992,8,129,518144,619398,45506,69,1905963,15850,24432
UT,1992,9,144,769160,757252,51393,108,3943842,26956,38980
UT,1992,10,111,775325,755413,39956,67,3148968,22190,24401
UT,1992,11,93,782029,826917,33673,59,3121837,27107,19919
UT,1992,12,155,1634203,1890119,55753,79,5453405,64913,28124
UT,1992,13,106,1471271,1469870,38461,48,3759076,95619,16196
UT,1992,14,218,4512125,5442363,78691,153,17524148,401514,47382
UT,1992,15,84,3283279,3897988,29529,80,14697083,194534,18956
UT,1992,16,32,2054754,2651642,9612,17,6559788,119593,4335
UT,1992,17,6,630912,585359,1558,7,7244745,182138,2440
UT,1992,18,0,0,0,0,6,15080972,226690,2196
UT,1992,19,0,0,0,0,9,42862261,1135759,3294
UT,1992,20,0,0,0,0,9,74650455,1639866,3294
UT,1992,21,0,0,0,0,6,89855100,1910362,2196
UT,1992,22,0,0,0,0,0,0,0,0
UT,1991,1,131,18159,3497,45562,77,55956,246,24167
UT,1991,2,53,24996,14721,17520,57,166177,508,19226
UT,1991,3,109,92244,94657,37720,74,439464,2356,25183
UT,1991,4,104,153245,170988,36285,63,655244,6570,22633
UT,1991,5,82,166989,204721,28739,66,988677,5060,24090
UT,1991,6,83,225578,245992,29927,61,1069614,12440,21597
UT,1991,7,82,271627,317610,29596,58,1284899,9234,20349
UT,1991,8,116,478953,465390,41577,83,2282790,20776,29780
UT,1991,9,156,821225,935372,55823,113,4014990,26554,40306
UT,1991,10,123,847657,867548,44378,74,3426704,34952,26951
UT,1991,11,106,925854,744815,37781,50,2854769,16194,17944
UT,1991,12,153,1645853,1612462,55211,74,5201557,49106,26283
UT,1991,13,117,1631473,1584460,42218,52,4133705,93187,17461
UT,1991,14,216,4397965,4986185,76321,83,9510443,267633,28084
UT,1991,15,94,3659305,4699116,33098,54,11572574,326130,15857
UT,1991,16,26,1603160,1544640,7125,21,8991849,198808,6479
UT,1991,17,8,1148625,1163320,2438,8,8147443,264882,2920
UT,1991,18,0,0,0,0,5,11109626,117175,1825
UT,1991,19,0,0,0,0,12,53149148,1527335,4380
UT,1991,20,0,0,0,0,10,88763816,2252910,3650
UT,1991,21,0,0,0,0,4,63275063,1387072,1460
UT,1991,22,0,0,0,0,1,26140686,466027,365
UT,1990,1,120,18092,3045,41302,68,52726,70,22588
UT,1990,2,44,21018,8692,14844,35,111420,773,12254
UT,1990,3,93,82979,66691,30845,70,434417,3018,25185
UT,1990,4,98,148975,176838,35341,70,705073,5741,24698
UT,1990,5,76,156426,159941,26459,71,1046060,5054,25581
UT,1990,6,93,257338,286789,33945,63,1153795,6765,22447
UT,1990,7,84,285074,313252,30660,56,1294677,7078,20440
UT,1990,8,102,425821,455090,37077,58,1590284,19728,20866
UT,1990,9,159,853195,856038,57430,94,3418596,16816,33673
UT,1990,10,123,856149,874259,44379,67,2992492,42305,24455
UT,1990,11,109,948598,767314,39177,63,3493484,47063,22995
UT,1990,12,158,1703602,1753437,57126,68,4797969,44092,24213
UT,1990,13,113,1555523,1737487,41094,54,4729856,65971,19041
UT,1990,14,231,4773392,5457310,82403,90,11458199,301039,31848
UT,1990,15,86,3411817,3788607,30085,38,8638775,317112,12718
UT,1990,16,28,1960650,2193546,8556,14,6547879,160178,4538
UT,1990,17,4,436620,504277,1005,10,8719454,269285,3316
UT,1990,18,0,0,0,0,6,14111043,222537,2190
UT,1990,19,0,0,0,0,10,44531046,1470776,3650
UT,1990,20,0,0,0,0,12,93896027,3355559,4380
UT,1990,21,0,0,0,0,4,60908433,1919421,1460
UT,1990,22,0,0,0,0,1,26108617,696780,365
UT,1989,1,121,18131,3636,41486,69,62093,536,23904
UT,1989,2,34,16965,8919,11648,32,99175,381,11345
UT,1989,3,89,81140,67848,31477,75,450614,3295,26674
UT,1989,4,78,120342,144620,27797,68,706942,5810,24366
UT,1989,5,82,172313,179350,28862,74,1046513,3549,25730
UT,1989,6,66,183642,176854,23541,58,1014944,11533,20319
UT,1989,7,80,258316,316735,28315,53,1248808,6131,19345
UT,1989,8,111,450502,540657,40301,56,1590786,9876,20440
UT,1989,9,156,828014,836241,55816,120,4296837,32048,42529
UT,1989,10,148,1012303,1133032,53354,63,2928095,20636,22601
UT,1989,11,105,894441,854718,37746,54,3042333,24900,19376
UT,1989,12,170,1828667,1858795,61233,59,3985932,49629,20713
UT,1989,13,132,1825756,1791864,47848,37,3264099,29493,13020
UT,1989,14,243,4925342,5771834,87208,97,12315373,202518,33069
UT,1989,15,80,3014084,4231618,28109,28,6520721,174580,9584
UT,1989,16,24,1727871,2660686,8122,10,4443736,100228,3075
UT,1989,17,2,238693,618232,730,10,10240075,317448,3650
UT,1989,18,0,0,0,0,5,10908061,247422,1825
UT,1989,19,0,0,0,0,12,46711388,2215378,4380
UT,1989,20,0,0,0,0,11,86606933,4212182,4015
UT,1989,21,0,0,0,0,2,29053633,1442095,730
UT,1989,22,0,0,0,0,1,23725938,902797,365
UT,1988,1,102,11634,4170,33245,64,61255,92,20490
UT,1988,2,48,20784,8269,16683,49,144452,499,16745
UT,1988,3,85,82005,53265,29645,84,502243,3291,29861
UT,1988,4,72,105859,134822,26046,84,859139,4751,29646
UT,1988,5,75,161268,149303,26565,56,809797,3247,19793
UT,1988,6,85,227934,270485,30316,72,1324863,6118,25251
UT,1988,7,73,245066,260885,26261,51,1129124,11752,18178
UT,1988,8,120,490942,504786,42762,75,2029041,20493,26659
UT,1988,9,173,926411,953017,62616,91,3187115,39578,32547
UT,1988,10,128,896172,873075,46330,55,2564719,21305,19826
UT,1988,11,98,819352,855617,35043,35,1809749,34132,12080
UT,1988,12,180,1957369,1779171,64114,52,3646454,31485,18516
UT,1988,13,127,1792201,1625243,46147,35,2892215,55539,12202
UT,1988,14,245,5137010,5728319,87965,75,10445288,166539,26750
UT,1988,15,80,3042171,4468225,28643,25,5406415,172660,7718
UT,1988,16,31,2202903,2842420,10159,14,7586245,179694,5124
UT,1988,17,5,575139,1118902,1617,7,8553641,237099,2562
UT,1988,18,0,0,0,0,7,13387353,480708,2320
UT,1988,19,1,307017,1748277,366,12,50940452,3126249,4392
UT,1988,20,0,0,0,0,8,59850551,4142055,2928
UT,1988,21,0,0,0,0,5,74980452,4224018,1830
UT,1988,22,0,0,0,0,0,0,0,0
UT,1987,1,88,11230,3569,30416,83,66194,216,27734
UT,1987,2,54,23680,9118,17186,52,149707,1030,18373
UT,1987,3,83,76177,66677,29195,83,508677,1968,29716
UT,1987,4,96,140230,146407,32844,93,995203,3999,33454
UT,1987,5,86,178470,192269,30233,68,979912,9940,24758
UT,1987,6,67,180538,212878,24027,44,844057,3306,16060
UT,1987,7,73,242258,300677,26645,54,1180477,10147,19071
UT,1987,8,110,456047,465297,39632,56,1548865,16093,20440
UT,1987,9,173,907373,1116636,62902,82,2862450,20997,29079
UT,1987,10,108,766642,718495,39389,59,2770262,17543,21473
UT,1987,11,114,976278,930779,41276,42,2318390,39700,15330
UT,1987,12,183,2004665,1866395,66248,53,3682273,55909,19284
UT,1987,13,128,1764353,1721509,45931,35,3178061,11767,12166
UT,1987,14,242,5012684,5136491,85573,70,8870893,182370,23729
UT,1987,15,93,3676070,4912578,31971,19,4816717,66310,6450
UT,1987,16,23,1910647,2187593,8305,11,5429644,132821,3772
UT,1987,17,2,270582,624361,730,7,8084784,270771,2555
UT,1987,18,0,0,0,0,4,9819579,236109,1460
UT,1987,19,1,506414,1767853,365,11,41783214,2790784,4015
UT,1987,20,1,965432,5135413,334,9,60125992,4772340,3285
UT,1987,21,0,0,0,0,4,49651840,4070787,1460
UT,1987,22,0,0,0,0,1,20444912,1367094,365
UT,1986,1,111,16189,2592,38290,99,92008,271,33169
UT,1986,2,47,19658,16285,15689,70,210661,715,24695
UT,1986,3,92,87812,60199,31659,104,667834,1970,36438
UT,1986,4,83,126418,111267,28924,85,857854,5706,30385
UT,1986,5,67,134000,147260,22746,70,990353,5432,24151
UT,1986,6,64,173063,196417,22842,58,1100672,6678,21050
UT,1986,7,79,254779,287887,27678,38,886097,5454,13870
UT,1986,8,105,424097,533882,38020,49,1296040,20703,17885
UT,1986,9,186,1020401,925250,66827,65,2292352,22648,23452
UT,1986,10,166,1162080,1144955,60410,49,2249151,20125,17703
UT,1986,11,100,855430,773562,35802,49,2548311,28388,16606
UT,1986,12,175,1894075,1712722,62968,59,3918174,69369,20565
UT,1986,13,124,1696011,1765811,44590,39,3444316,54148,13931
UT,1986,14,240,4881473,5521220,85052,65,8710830,63081,22481
UT,1986,15,104,4065157,4653780,35937,28,6256170,166261,9007
UT,1986,16,39,2836573,4219462,13815,10,5761593,103063,3619
UT,1986,17,4,403463,490060,1066,8,8221225,241194,2920
UT,1986,18,3,577109,1379258,791,7,12783185,477966,2555
UT,1986,19,4,1568820,8305444,1156,10,39125188,2532503,3650
UT,1986,20,1,855414,4126710,365,12,71094854,7335448,4380
UT,1986,21,0,0,0,0,2,25517537,2982720,730
UT,1986,22,0,0,0,0,0,0,0,0
UT,1985,1,106,15226,2247,33781,61,50606,79,18763
UT,1985,2,37,16408,8068,11340,51,152423,263,17276
UT,1985,3,91,84424,41139,30587,92,550573,4210,32822
UT,1985,4,69,103939,104257,24024,62,651321,3492,22510
UT,1985,5,68,143221,149668,23939,50,715506,4286,17737
UT,1985,6,73,193560,213230,25431,43,757937,3372,14296
UT,1985,7,57,187638,176535,19709,53,1240482,5106,19345
UT,1985,8,106,443212,381871,36990,56,1550026,9195,19622
UT,1985,9,160,850648,859566,56828,98,3424415,27518,34464
UT,1985,10,137,947860,890887,48582,65,2891982,17025,22299
UT,1985,11,119,987308,808048,40941,51,2766601,35954,18128
UT,1985,12,176,1871394,1691437,61423,61,4142452,20935,20598
UT,1985,13,165,2218096,2284193,57862,40,3366380,35491,13294
UT,1985,14,273,5611896,5585742,92219,93,11272101,125002,29245
UT,1985,15,107,4122010,4503311,35240,30,7206542,85006,9827
UT,1985,16,64,4429225,5363306,19121,9,4017457,156229,2617
UT,1985,17,11,1148147,1490010,2499,12,11718807,318701,4380
UT,1985,18,2,377483,1776507,549,10,20538320,1181794,3650
UT,1985,19,4,1817789,7647661,1279,6,19540941,1432245,2190
UT,1985,20,3,2057432,9972835,883,12,65325511,7997251,4380
UT,1985,21,0,0,0,0,0,0,0,0
UT,1985,22,0,0,0,0,0,0,0,0
UT,1984,1,78,12512,1838,24096,35,33614,229,10030
UT,1984,2,33,15007,2576,10582,43,116635,463,13848
UT,1984,3,67,56935,43022,21501,90,562405,923,31414
UT,1984,4,70,104516,91668,24125,66,700844,4570,24096
UT,1984,5,65,132259,121570,22144,45,607107,2018,15067
UT,1984,6,53,142092,124521,18301,39,693640,4066,13480
UT,1984,7,63,201357,214249,21503,48,1072598,5953,16745
UT,1984,8,97,394899,430745,34254,45,1274108,7975,16410
UT,1984,9,154,832172,684819,54478,68,2320999,22734,23669
UT,1984,10,129,863694,819843,44719,48,2245146,12910,17049
UT,1984,11,96,811951,764595,33980,51,2909012,16327,18392
UT,1984,12,179,1888140,1738754,63137,59,4176997,8123,20375
UT,1984,13,125,1716054,1500858,44077,38,3335777,34783,13056
UT,1984,14,260,5353214,5077990,88982,111,14167546,151402,36209
UT,1984,15,126,4559228,5043703,39726,53,12776570,172251,17817
UT,1984,16,50,3264133,3517787,13589,11,5265890,137241,3387
UT,1984,17,17,1926355,2377491,4576,13,12318417,442109,4576
UT,1984,18,1,214053,1005803,366,8,15573808,923926,2807
UT,1984,19,4,1589971,8716876,1190,9,28280599,2582024,3019
UT,1984,20,6,4554602,25399908,2136,4,23777566,3490211,1464
UT,1984,21,0,0,0,0,0,0,0,0
UT,1984,22,0,0,0,0,0,0,0,0
UT,1983,1,70,8358,2066,20471,27,22189,64,7695
UT,1983,2,39,17515,1790,12561,41,123638,290,13809
UT,1983,3,67,58936,31645,21682,55,331795,671,19100
UT,1983,4,68,97598,75399,22056,70,677837,3893,24115
UT,1983,5,61,119894,112260,19747,52,705898,7354,18065
UT,1983,6,58,156120,131204,19834,38,668643,5023,13083
UT,1983,7,56,179120,173707,19043,38,870471,2751,13444
UT,1983,8,88,353992,358962,30630,54,1465559,5759,18798
UT,1983,9,135,699074,732390,47417,65,2228093,14488,22050
UT,1983,10,120,823400,826945,42829,45,1981985,12818,15325
UT,1983,11,99,819336,801695,34582,46,2349868,29035,15451
UT,1983,12,124,1334766,1139440,43861,74,4859340,35229,25029
UT,1983,13,155,2171082,1936387,55606,32,2803212,4340,10584
UT,1983,14,254,5223042,5283441,88005,96,11223545,138041,29723
UT,1983,15,113,4052458,4601341,36970,37,7361017,92330,10251
UT,1983,16,42,2666756,2722148,11633,10,4835490,71353,3132
UT,1983,17,15,1909487,1946242,4113,8,7291522,218368,2920
UT,1983,18,11,3062942,2103528,3348,6,13599525,350122,2190
UT,1983,19,8,5177434,2567368,2710,2,7572728,198857,730
UT,1983,20,0,0,0,0,0,0,0,0
UT,1983,21,0,0,0,0,0,0,0,0
UT,1983,22,0,0,0,0,0,0,0,0
UT,1982,1,77,9404,1267,22202,33,27011,57,10337
UT,1982,2,39,17577,5358,12407,28,85780,522,9490
UT,1982,3,63,56559,26971,21201,39,222494,202,12895
UT,1982,4,52,76805,50913,17126,49,483693,3499,16789
UT,1982,5,47,101388,71801,16427,52,725859,2901,17582
UT,1982,6,55,143556,114081,18131,32,557111,3770,10738
UT,1982,7,44,148284,124719,15515,33,716090,6901,11534
UT,1982,8,83,343480,311414,29384,43,1086232,11725,14335
UT,1982,9,120,637097,554681,41739,53,1837299,12086,18344
UT,1982,10,96,652685,692380,34616,49,2193120,20349,17218
UT,1982,11,101,850732,789505,35657,34,1803125,13362,11322
UT,1982,12,140,1470718,1587207,49621,61,3868156,41795,19934
UT,1982,13,127,1766379,1446511,44813,42,3805298,3403,14149
UT,1982,14,283,5644102,5796084,98610,102,12808765,103992,32213
UT,1982,15,112,4343609,4450234,38610,56,10745426,208597,15136
UT,1982,16,36,2571561,3211677,11840,14,5183904,104207,3621
UT,1982,17,15,2102268,2858933,4690,7,5923015,101365,2285
UT,1982,18,1,38249,29050,31,5,11787820,263884,1825
UT,1982,19,0,0,0,0,4,13326321,407723,1460
UT,1982,20,0,0,0,0,0,0,0,0
UT,1982,21,0,0,0,0,0,0,0,0
UT,1982,22,0,0,0,0,0,0,0,0
UT,1981,1,45,6751,1162,14145,28,21402,226,9432
UT,1981,2,43,19392,6536,13416,27,79837,23,9127
UT,1981,3,58,47901,32168,18126,39,247667,299,13263
UT,1981,4,64,97410,64644,21753,37,344302,2010,12048
UT,1981,5,48,99754,72995,16280,33,458664,752,11014
UT,1981,6,51,132496,130299,17342,22,411293,3535,8030
UT,1981,7,39,121785,133189,13078,21,471858,769,7241
UT,1981,8,76,300118,264072,25377,32,793409,6905,10467
UT,1981,9,95,492590,432211,32343,45,1536033,20397,15731
UT,1981,10,85,564824,531248,29390,38,1542780,6046,11961
UT,1981,11,79,663575,530246,27225,30,1702406,12137,10710
UT,1981,12,142,1401552,1459036,47522,55,3232240,54931,17202
UT,1981,13,123,1674278,1519196,43082,35,2993672,18043,11382
UT,1981,14,269,5529869,5789601,94313,100,12994965,120722,32772
UT,1981,15,113,4516870,4376132,38456,48,10318540,154581,14277
UT,1981,16,34,2321875,2730501,10471,12,6475444,48376,4109
UT,1981,17,16,2517962,3873408,5267,4,4338460,77340,1460
UT,1981,18,6,1192123,3218340,1526,4,8285783,318274,1460
UT,1981,19,0,0,0,0,4,13209763,318960,1401
